[44.077883,42.030091,45.344401]
[96.972564,48.149052,54.121525]
[74.645222,96.929838,30.994598]
[18.585772,58.845790,61.729789]
[33.790094,70.348216,67.842647]
[7.712027,79.464095,74.852748]
[52.607807,90.017396,28.415784]
[23.401593,71.712394,85.518967]
[42.262032,4.446547,89.922788]
[59.535508,96.188238,29.001740]
[14.490188,19.452498,30.579546]
[38.258003,84.777367,8.395642]
[82.531205,71.578112,80.785546]
[42.048402,87.850581,22.946867]
[66.307566,41.770684,94.210639]
[64.036988,32.248909,67.140721]
[76.061281,61.983093,55.757317]
[1.013215,91.909543,70.033876]
[40.815455,90.273751,74.608600]
[19.150365,55.916013,95.330668]
[95.303201,88.735618,34.385205]
[51.579333,91.604358,84.560686]
[53.086947,95.880001,0.650044]
[2.075259,55.024873,61.177404]
[87.710196,3.167821,31.534776]
[92.455824,10.858486,84.542375]
[29.679250,87.060152,12.472915]
[65.804010,0.439467,12.594989]
[78.066347,75.423444,53.379925]
[5.475021,53.144932,62.654500]
[33.347575,3.241066,58.717612]
[13.574633,84.923856,13.837092]
[96.017335,99.319437,20.123905]
[74.874111,81.148717,34.702597]
[55.107273,6.100650,0.228889]
[75.295267,31.409650,8.142338]
[25.656911,31.107517,87.411115]
[10.657064,84.136479,25.003815]
[95.577868,23.023164,17.090365]
[73.964660,31.199072,90.722373]
[24.094363,21.314127,88.167974]
[10.452589,29.911191,98.083438]
[7.440413,7.229835,65.816218]
[41.544847,33.863338,26.459548]
[5.783258,49.168371,66.899625]
[44.224372,48.188726,95.986816]
[20.938749,48.823511,83.651234]
[93.603320,60.832545,96.749779]
[39.606922,18.912320,28.196051]
[96.197394,42.307810,90.688803]
[24.204230,21.228675,86.791589]
[22.110660,64.436781,9.753716]
[55.491806,27.436140,71.398053]
[48.380993,76.128422,10.870693]
[20.404675,97.344890,59.447005]
[15.811640,4.382458,58.580279]
[7.489242,62.535478,33.246864]
[40.104373,33.002716,52.516251]
[33.463546,19.769890,80.571917]
[67.473373,63.460189,61.622974]
[90.169988,41.242714,10.449538]
[87.847530,93.707083,32.639546]
[84.347056,59.572130,85.195471]
[77.443770,74.370556,69.542528]
[55.198828,47.560045,83.968627]
[99.853511,30.149236,95.596179]
[9.680471,47.825556,7.162694]
[12.851344,79.592273,73.220008]
[25.012970,78.972747,16.956084]
[69.792779,61.839656,31.257057]
[44.657735,14.447462,0.247200]
[31.897946,96.108890,97.042756]
[50.425733,61.134678,48.219245]
[83.953368,71.868038,14.529862]
[42.072817,18.588824,84.398938]
[32.486953,6.900235,11.935789]
[9.027375,40.101321,53.025910]
[26.242866,29.358806,25.482955]
[49.354534,5.029450,14.099551]
[34.708701,51.078829,52.494888]
[91.348003,11.459700,93.200476]
[15.439314,15.243995,59.559923]
[15.482040,70.909757,15.665151]
[56.443983,34.495071,72.569964]
[71.501816,95.757927,28.336436]
[59.025849,98.226875,87.170019]
[49.684133,77.181310,90.350047]
[91.549425,32.786035,23.740349]
[9.356975,19.592883,10.034486]
[58.027894,57.805109,72.096927]
[3.723258,89.193396,30.149236]
[49.903867,8.618427,90.987884]
[80.986969,11.749626,31.000702]
[47.166356,1.269570,8.047731]
[99.743645,80.718406,43.195898]
[68.803980,15.118870,69.975890]
[84.304331,73.738823,50.907926]
[4.785302,71.498764,82.769250]
[75.450911,85.848567,35.560167]
[54.966887,7.269509,20.310068]
[16.797388,34.125797,70.915860]
[16.827906,92.437513,29.035310]
[68.581194,33.109531,46.418653]
[66.615802,33.210242,79.165014]
[72.206793,46.049379,78.652303]
[29.325236,49.183630,71.974853]
[12.503433,46.186712,83.373516]
[94.949187,27.301859,69.585253]
[52.986236,37.223426,35.627308]
[73.723563,49.497971,32.023072]
[64.809107,45.625172,54.872280]
[54.420606,76.796777,87.963500]
[45.512253,71.922971,28.867458]
[99.447615,63.621937,92.934965]
[40.794092,35.865352,46.559038]
[41.172521,84.041871,4.934843]
[54.823450,34.202094,58.699301]
[98.043764,89.315470,94.189276]
[73.711356,12.027345,38.450270]
[69.002350,96.066164,64.149907]
[45.820490,91.805780,84.536271]
[53.328043,38.947722,57.219153]
[73.638112,70.787683,9.814753]
[42.265084,23.392438,13.263344]
[87.795648,50.102237,0.549333]
[1.867733,95.547349,4.770043]
[6.854457,59.724723,28.595843]
[75.041963,20.035401,51.536607]
[49.119541,55.467391,63.112278]
[38.193915,34.659871,82.818079]
[67.622913,49.534593,72.310556]
[15.967284,46.452223,28.400525]
[39.066744,57.393109,41.834773]
[49.110385,58.903775,44.386120]
[64.195685,63.457137,77.260659]
[88.149663,87.408063,77.394940]
[43.513291,88.827174,16.156499]
[11.487167,42.106388,4.669332]
[90.975677,48.298593,62.913907]
[3.411969,46.601764,19.788202]
[51.493881,74.007385,89.291055]
[37.910092,29.868465,26.810511]
[8.685568,21.457564,28.400525]
[60.429701,89.910581,22.373119]
[19.461653,23.227638,41.428877]
[4.535051,93.469039,47.718741]
[4.412976,78.283029,67.918943]
[85.937071,59.141820,43.647572]
[70.085757,23.895993,94.100772]
[45.579394,83.941160,3.289895]
[53.404340,94.143498,1.971496]
[28.525651,28.180792,52.931303]
[72.524186,87.246315,7.498398]
[48.735008,83.242286,62.456130]
[54.509110,5.636769,71.300394]
[64.363536,23.383282,56.651509]
[0.994903,60.087893,82.750938]
[36.005737,99.362163,29.328288]
[61.125523,5.255287,90.395825]
[24.152348,80.114139,16.251106]
[18.573565,60.982086,90.868862]
[64.207892,2.227851,22.968230]
[79.537339,33.884701,7.428205]
[0.811792,57.267983,92.092654]
[83.010346,50.206000,0.396741]
[29.596850,47.352519,93.987854]
[56.474502,5.560472,67.546617]
[47.154149,81.716361,97.665334]
[21.549120,92.861721,25.553148]
[10.980560,84.011353,87.493515]
[27.851192,48.823511,26.310007]
[22.995697,44.465468,98.565630]
[71.526231,24.542985,66.719565]
[35.673086,94.863735,11.676382]
[50.495926,99.014252,10.248115]
[1.052889,20.474868,40.559099]
[33.680227,78.923917,65.230262]
[2.661214,63.939329,21.445357]
[88.738670,25.968200,71.327860]
[91.006195,33.988464,41.123692]
[35.038301,86.596271,44.276254]
[47.413556,19.772942,76.467177]
[77.797784,31.412702,32.251961]
[91.088595,41.218299,28.830836]
[48.228401,4.626606,57.814264]
[82.607501,50.627155,82.992035]
[35.764641,0.463881,69.466231]
[26.615192,52.317881,64.970855]
[64.128544,86.111026,19.367046]
[99.267556,38.660848,78.865932]
[46.128727,41.605884,30.713828]
[84.771264,64.464248,31.775872]
[64.708396,49.150060,32.584613]
[62.590411,9.921567,71.065401]
[82.653279,99.514756,34.052553]
[5.078280,27.976318,21.613208]
[92.941069,54.634236,95.406964]
[86.880093,47.019868,85.137486]
[98.519852,75.127415,45.185705]
[34.922330,17.285684,11.529893]
[66.643269,52.171392,99.789422]
[23.972289,61.391034,35.944700]
[51.628162,37.287515,79.989013]
[9.430219,28.678243,57.542650]
[33.170568,3.558458,98.754845]
[49.507126,71.993164,79.076510]
[87.865841,60.390027,29.102451]
[65.230262,76.674703,92.989898]
[11.774041,43.183691,62.749107]
[81.395917,87.316507,52.278207]
[54.289377,72.356334,51.484725]
[47.273171,10.904263,65.404218]
[20.551164,84.676656,97.097690]
[14.944914,37.611011,66.322825]
[64.052248,47.352519,33.759575]
[18.286691,25.388348,96.215705]
[34.821619,33.277383,42.481765]
[8.917508,54.164251,54.643391]
[84.960479,27.603992,62.294382]
[30.075991,82.042909,97.674490]
[73.842586,13.205359,30.307932]
[6.955168,42.530595,41.148106]
[73.555712,8.688620,4.803613]
[66.145817,20.331431,31.382183]
[62.697226,69.454024,14.801477]
[28.720969,46.583453,35.578478]
[26.551103,72.670675,48.448134]
[14.978484,74.962615,42.817469]
[66.289254,53.367718,53.788873]
[15.170751,50.260933,15.759758]
[71.556749,3.469955,91.213721]
[83.358257,73.390912,56.181524]
[42.243721,51.402326,59.926145]
[62.257759,13.876766,6.155583]
[68.916898,68.843654,33.494064]
[9.085360,35.154271,63.985107]
[9.646901,66.402173,94.351024]
[27.530747,91.900388,12.088382]
[46.552934,3.317362,66.774499]
[82.522050,44.804224,95.748772]
[80.483413,10.806604,24.582659]
[43.934446,29.001740,18.997772]
[39.716788,76.500748,6.216620]
[36.259041,20.334483,0.152593]
[50.630207,21.140172,18.555254]
[25.205237,81.374554,16.098514]
[57.460250,81.090732,64.091922]
[12.341685,49.027985,25.080111]
[97.326579,53.154088,96.639912]
[97.280801,60.039064,53.849910]
[47.776727,25.022126,10.892056]
[66.417432,12.530900,29.828791]
[79.918821,67.036958,13.583789]
[40.003662,43.165380,94.573809]
[83.227027,62.053285,21.039460]
[18.152409,73.082675,13.971374]
[90.835292,62.007508,92.187262]
[73.619800,54.179510,65.608692]
[38.944670,45.225379,50.007630]
[7.336650,42.725913,97.189245]
[53.624073,69.719535,80.602435]
[74.312571,52.555925,74.407178]
[84.939116,37.543870,39.774773]
[64.992218,7.425153,34.418775]
[14.929655,65.819269,55.165258]
[53.251747,34.217353,94.878994]
[64.458144,64.268929,99.496445]
[58.943449,27.936644,0.775170]
[27.295755,9.039583,40.595721]
[83.495590,88.348033,84.426405]
[80.440687,41.154210,58.201849]
[23.123875,89.300211,30.549028]
[69.655446,67.226173,69.463179]
[9.100620,7.531968,41.016877]
[61.790826,63.084811,36.478774]
[30.103458,20.844142,44.669942]
[2.392651,39.619129,52.763451]
[20.841090,98.107852,59.660634]
[31.431013,87.392804,33.960997]
[16.098514,58.592486,51.048311]
[3.872799,34.836879,83.541368]
[32.914212,87.563707,97.683645]
[48.014771,96.307260,79.497665]
[17.941832,71.892453,52.137822]
[85.259560,13.882870,45.350505]
[44.972076,75.899533,8.151494]
[43.082980,72.859890,40.922269]
[31.302835,26.206244,44.074831]
[30.539872,57.548753,47.523423]
[23.917356,27.802362,50.874355]
[25.672170,74.669637,41.239662]
[49.613941,3.903317,41.825617]
[58.629109,67.635121,59.019745]
[89.764092,52.519303,40.253914]
[76.137577,39.921262,78.160955]
[92.992950,54.915006,14.676351]
[54.408399,61.320841,62.822352]
[39.991455,68.285165,39.490951]
[1.123081,9.961241,93.792535]
[86.614582,99.185156,66.432691]
[65.590381,68.074587,2.700888]
[96.765038,98.226875,60.414441]
[71.535386,2.877895,91.442610]
[97.851497,52.708518,44.737083]
[12.277596,88.482315,44.236579]
[11.343730,94.558550,78.368480]
[15.405744,22.418897,46.345408]
[91.579943,99.130222,13.864559]
[6.088443,24.359874,21.967223]
[10.132145,37.980285,21.491134]
[87.508774,36.643574,7.208472]
[13.034455,78.670614,75.365459]
[25.733207,39.533677,94.567705]
[16.678365,9.170812,43.824580]
[87.603381,10.666219,35.462508]
[57.573168,16.345714,70.921964]
[45.899838,60.658589,79.879147]
[34.043397,79.180273,41.535691]
[49.195837,27.900021,79.070406]
[36.716819,61.323893,51.835688]
[66.362499,77.440718,91.726432]
[21.875668,15.674306,21.720023]
[70.690023,84.127323,27.790155]
[99.887082,59.251686,49.464400]
[38.111515,51.673940,50.346385]
[52.613910,51.881466,83.098849]
[10.754723,88.799707,46.769616]
[21.137120,29.505295,31.015961]
[33.497116,94.421216,88.344981]
[81.151769,15.076144,17.993713]
[19.898068,57.951598,35.297708]
[10.339671,69.182409,75.084689]
[57.118442,20.719016,23.999756]
[12.335582,61.552782,95.013276]
[29.969176,33.094272,7.684561]
[58.143864,55.714591,51.271096]
[44.465468,41.251869,23.877682]
[0.735496,14.856410,31.705679]
[73.592334,10.434278,43.018891]
[74.080630,70.009461,38.282418]
[45.097201,0.244148,26.529740]
[66.975921,54.295480,16.705832]
[55.351421,14.850307,0.808741]
[27.240822,11.966308,64.897610]
[37.293619,19.074068,49.226356]
[65.053255,50.428785,90.597247]
[46.595660,2.945036,49.275185]
[48.860134,30.243843,8.130131]
[70.995209,54.890591,49.562059]
[85.021516,94.586016,44.993439]
[25.763726,29.596850,3.234962]
[6.149480,38.169500,33.039338]
[85.970641,33.664968,63.832514]
[25.379192,19.132054,49.125645]
[36.078982,62.343211,18.420972]
[6.863613,37.650685,8.453627]
[2.014222,67.030854,94.018372]
[19.580676,55.497909,63.365581]
[82.522050,77.999207,39.130833]
[43.836787,22.971282,83.117161]
[28.156377,12.262337,65.297403]
[51.017792,26.718955,49.018830]
[39.906003,25.888852,46.067690]
[38.984344,86.349071,56.495865]
[87.600330,84.832301,25.949889]
[40.827662,21.460616,33.796197]
[94.000061,92.031617,1.239051]
[96.066164,97.119053,28.739280]
[5.441450,82.839442,11.487167]
[42.979217,46.342357,42.320017]
[87.493515,48.692282,36.826685]
[21.619312,76.430555,64.091922]
[55.912961,32.776879,44.941557]
[30.899991,3.463851,51.039155]
[92.748802,23.654897,84.853664]
[23.444319,39.323099,52.140873]
[16.067995,15.912351,95.150609]
[10.141301,90.020447,76.937162]
[83.175146,73.610645,94.546342]
[45.979186,26.062807,1.336711]
[22.824793,84.743797,64.928129]
[41.340373,66.817225,59.410382]
[25.101474,95.989868,34.290597]
[51.982177,94.616535,49.079867]
[80.159917,28.843043,31.003754]
[7.937864,92.648091,44.679098]
[62.056337,63.682974,25.019074]
[9.875790,96.108890,22.775964]
[13.397626,99.520859,7.574694]
[13.003937,71.358379,32.105472]
[13.278603,16.971343,1.904355]
[96.127201,5.206458,36.283456]
[17.456587,52.620014,55.378887]
[39.509262,8.462783,91.817988]
[58.378857,97.051912,51.268044]
[72.029786,27.219459,56.050295]
[95.880001,18.872646,8.139286]
[58.488723,24.219489,12.979522]
[30.005799,55.543687,19.547105]
[44.306772,53.849910,21.359905]
[37.574389,61.165197,38.294626]
[19.391461,20.035401,92.123173]
[86.379589,24.365978,41.224403]
[68.843654,89.458907,53.077792]
[28.159429,28.083132,33.820612]
[7.058931,45.039216,20.853298]
[85.613575,80.315561,82.552568]
[6.985687,19.693594,35.215308]
[42.698447,63.133641,8.093509]
[99.676504,59.758293,82.412183]
[33.637501,88.744774,47.999512]
[93.731498,44.401379,3.741569]
[16.791284,79.000214,14.621418]
[12.057863,43.699454,16.312143]
[27.652821,60.740989,46.238594]
[27.213355,46.647542,26.987518]
[42.851039,56.205939,88.534196]
[58.693197,43.812372,60.606708]
[66.951506,8.145390,62.605670]
[38.880581,19.754631,12.036500]
[88.448744,75.582141,86.712241]
[20.841090,10.565508,30.994598]
[53.007599,30.787072,34.870449]
[53.663747,24.234748,21.454512]
[83.608509,43.879513,48.408460]
[52.171392,18.677328,46.266060]
[50.691244,20.334483,79.195532]
[99.591052,96.459853,34.757530]
[73.918882,21.945860,48.280282]
[7.187109,19.220557,59.389019]
[32.496109,15.109714,63.164159]
[76.183355,80.965606,38.969085]
[86.339915,14.780114,63.649403]
[26.923429,20.099490,3.634754]
[77.651296,90.273751,72.783593]
[41.022980,8.288827,82.668538]
[4.586932,32.917264,27.909177]
[66.225166,41.691336,13.138218]
[47.981201,17.715995,70.256661]
[23.841060,90.169988,77.871029]
[0.946074,84.441664,91.943113]
[97.009186,44.575335,27.210303]
[12.417982,80.062258,89.501633]
[27.533799,53.987243,84.163945]
[21.427046,7.068087,65.416425]
[71.861934,76.192511,37.842952]
[41.990417,73.149815,66.197699]
[25.473800,88.387707,59.413434]
[71.092868,99.618519,59.831538]
[82.399976,33.341472,89.754936]
[47.230445,81.353191,49.314859]
[14.456618,21.851253,11.459700]
[96.475112,62.282174,5.218665]
[96.688742,87.359233,92.330699]
[79.808954,60.151982,90.932951]
[32.734153,6.204413,35.184790]
[11.929685,5.066073,62.327952]
[10.165716,68.865017,52.867214]
[70.329905,10.269478,61.265908]
[2.401807,26.853236,69.255654]
[66.814173,33.768731,2.200385]
[94.418165,58.973968,90.481277]
[24.100467,77.837458,85.781426]
[5.636769,11.636708,57.029939]
[0.347911,72.859890,75.023652]
[78.151799,83.809931,40.031129]
[46.827601,64.842677,51.207007]
[54.048280,60.243538,45.893735]
[81.072420,34.653768,40.070803]
[44.801172,59.212012,5.505539]
[22.019105,84.371471,77.431562]
[60.603656,65.953551,9.469893]
[77.706229,94.167913,78.701132]
[81.115146,82.537309,72.148808]
[12.067019,44.904935,2.029481]
[73.448897,51.670888,27.051607]
[58.388012,78.988006,62.205878]
[61.052278,18.369091,36.765648]
[4.803613,98.129215,74.422437]
[81.014435,92.071291,4.629658]
[65.053255,33.564257,96.435438]
[99.444563,75.084689,65.590381]
[77.471236,34.546953,6.411939]
[47.813349,43.775750,71.910764]
[59.913938,67.308573,15.030366]
[59.752190,19.089328,39.036225]
[99.908444,61.378826,76.119266]
[90.249336,55.391095,39.655751]
[90.878018,45.820490,43.208106]
[50.291452,23.648793,92.751854]
[48.908963,47.010712,32.032228]
[51.832636,79.317606,51.805170]
[72.783593,34.693442,3.866695]
[93.301187,99.124119,14.331492]
[55.583361,66.454054,94.207587]
[87.234107,57.173376,16.632588]
[31.336406,55.201880,88.021485]
[1.266518,1.571703,5.087436]
[57.560961,32.126835,99.328593]
[14.438307,0.762963,51.429792]
[6.607257,61.299478,61.299478]
[44.816431,66.527299,66.194647]
[78.017518,44.410535,86.669515]
[44.499039,40.385144,25.016022]
[62.990204,97.268593,28.501236]
[46.604816,64.830470,18.665120]
[3.265481,46.235542,71.703238]
[48.139897,62.425611,32.483901]
[2.453688,45.408490,28.015992]
[85.564745,27.430036,16.476943]
[80.919828,16.217536,4.281747]
[68.712424,8.066042,86.547441]
[28.028199,23.157445,78.008362]
[45.838801,36.002686,62.218085]
[10.385449,84.600360,58.290353]
[40.778832,55.037080,59.855953]
[54.329051,38.978240,46.201971]
[94.878994,26.248970,84.667501]
[47.651601,6.421094,49.586474]
[23.734245,54.188665,62.678915]
[12.027345,66.411328,65.242470]
[24.954985,0.775170,87.673574]
[96.179083,76.329844,29.163488]
[9.860530,42.887661,90.292062]
[43.171484,45.686209,65.364544]
[42.582476,98.431349,29.657888]
[5.816828,19.312113,48.374889]
[16.159551,7.003998,24.491104]
[34.159368,72.234260,46.366771]
[40.098270,16.919462,43.214209]
[51.622059,41.816462,43.089084]
[19.339579,13.422040,23.563341]
[83.324686,81.481368,60.707419]
[33.915220,35.679189,54.060488]
[14.380322,77.599414,33.686331]
[43.369854,84.926908,85.122227]
[49.934385,89.321574,29.599902]
[3.707999,35.761589,8.829005]
[34.815516,12.643818,87.743767]
[58.912931,39.350566,16.153447]
[81.530198,97.622608,63.997314]
[16.953032,63.704337,70.998260]
[63.277078,23.590808,42.280343]
[4.071169,64.870144,94.683676]
[66.444899,24.140141,12.335582]
[73.216956,36.188849,94.354076]
[76.815088,14.001892,32.459487]
[85.808893,53.263955,57.408368]
[8.404798,66.234321,6.909391]
[52.522355,32.438124,33.393353]
[85.522019,82.854701,23.615223]
[71.358379,63.115329,97.683645]
[70.085757,57.731864,30.750450]
[2.206488,71.126438,0.003052]
[99.993896,9.628590,93.456832]
[29.108554,34.727012,8.221686]
[82.442701,28.345592,76.897488]
[46.629231,18.781091,25.782037]
[81.814020,90.395825,61.354411]
[28.235725,28.678243,52.943510]
[66.801965,25.003815,21.909238]
[54.091006,26.502274,39.445173]
[48.905911,9.216590,11.575671]
[56.520280,9.909360,2.215644]
[66.466262,4.449599,85.540330]
[45.381024,41.840876,18.597980]
[57.652516,79.323710,7.327494]
[65.691092,49.156163,16.034425]
[34.806360,56.538591,98.379467]
[78.276925,92.776269,25.330363]
[33.646657,38.340403,42.515336]
[3.686636,63.676870,9.384442]
[76.644185,67.534410,49.415571]
[92.410047,90.643025,84.969634]
[72.945341,32.035279,28.034303]
[43.223365,69.090854,84.194464]
[89.840388,82.869961,35.337382]
[48.844874,48.866237,17.343669]
[85.714286,70.879238,59.562975]
[65.984069,64.217048,62.294382]
[3.958251,78.640095,83.458968]
[48.780786,64.394055,80.019532]
[4.110843,93.874935,63.612781]
[11.899167,20.825831,3.723258]
[62.874233,1.300089,70.177313]
[65.715506,58.690146,32.749413]
[26.349681,23.935667,68.828394]
[52.806177,0.125126,44.740135]
[48.191778,84.896390,6.799524]
[75.441755,25.199133,82.668538]
[18.701743,49.302652,99.328593]
[99.902341,67.882321,39.951781]
[90.371410,5.188147,14.624470]
[18.320261,80.108036,19.440291]
[47.434919,15.256203,36.985382]
[4.370251,30.045473,42.924284]
[64.412366,80.089724,61.159093]
[78.115177,63.304544,99.917600]
[62.495804,60.591449,49.565111]
[60.557878,60.789819,9.628590]
[16.998810,75.746941,79.345073]
[11.789300,86.425367,91.485336]
[4.812769,83.169042,31.501205]
[71.022675,44.752342,59.126560]
[21.955016,27.680288,41.673025]
[14.731285,74.822230,33.655812]
[59.120457,68.968780,54.301584]
[82.918790,5.468917,75.850703]
[10.889004,36.332286,11.044649]
[55.601672,0.372326,27.164525]
[24.161504,68.974883,73.363445]
[55.015717,41.773736,87.868892]
[75.920896,46.382031,40.272225]
[65.367595,51.973022,9.961241]
[22.153386,58.299509,88.106937]
[64.772485,44.090091,5.487228]
[91.348003,69.261757,42.091128]
[14.761803,40.598773,29.541917]
[19.367046,61.900693,2.328562]
[14.816736,12.494278,54.600665]
[51.133763,58.180486,1.538133]
[64.635151,85.821100,70.888394]
[79.744865,81.270791,81.606494]
[48.216193,48.411512,89.110996]
[69.100009,95.086520,52.616962]
[23.487045,80.636006,49.485763]
[23.361919,6.497391,54.649495]
[31.910154,41.776788,16.858425]
[38.654744,98.895230,91.061129]
[96.636860,81.496628,28.751488]
[11.697745,48.042238,55.482650]
[17.691580,25.656911,23.392438]
[99.023408,14.401685,45.130772]
[61.357463,20.401624,71.227149]
[31.492050,72.588275,53.306681]
[40.083010,20.053713,27.951903]
[4.742576,91.222877,76.293222]
[52.357555,85.949278,82.961516]
[99.121067,77.431562,66.951506]
[60.530412,36.878567,56.059450]
[45.387127,12.143315,31.626331]
[92.004151,70.180364,60.411390]
[57.380902,87.658315,10.748619]
[17.224647,67.946409,63.112278]
[12.350841,80.285043,19.913327]
[49.613941,28.162481,99.282815]
[86.498611,10.583819,68.755150]
[90.008240,27.802362,93.285928]
[59.581286,24.384289,33.188879]
[64.275033,47.099216,74.629963]
[1.284829,31.797235,44.126713]
[39.631336,73.375652,8.188116]
[55.116428,31.672109,85.699026]
[15.457625,71.907712,51.649525]
[56.315806,87.148656,80.626850]
[30.878628,72.197638,69.627979]
[70.348216,67.622913,92.110965]
[75.908689,84.118168,36.484878]
[30.951872,95.126194,3.015229]
[98.788415,41.172521,10.812708]
[3.820917,92.001099,56.859035]
[31.101413,80.959502,26.468703]
[16.171758,83.932005,73.302408]
[67.439802,27.723014,80.452895]
[86.519974,30.588702,96.496475]
[99.700919,51.518296,69.130528]
[74.987030,97.692801,9.668264]
[80.678732,55.177465,94.058046]
[65.410321,11.938841,66.914884]
[39.344462,96.844386,89.394818]
[98.391675,16.092410,64.986114]
[54.066591,4.306162,76.848659]
[12.256233,28.540910,17.365032]
[72.182379,90.878018,94.302194]
[28.696554,71.926023,11.740471]
[7.577746,52.861110,32.627338]
[54.445021,31.778924,43.055513]
[14.490188,29.065828,14.642781]
[72.115238,0.802637,30.332347]
[88.262581,44.993439,23.041475]
[74.779504,20.059816,58.287301]
[44.788965,61.561937,92.892239]
[72.469253,7.531968,47.517319]
[42.356639,12.427137,91.521958]
[77.105014,29.465621,61.983093]
[94.781335,57.850887,76.790674]
[67.925047,83.419294,21.948912]
[46.198920,19.293802,16.345714]
[64.598529,86.346019,17.450484]
[97.537156,99.710074,27.979369]
[2.609333,58.937346,23.664052]
[55.262917,52.424696,27.198096]
[27.665029,31.153294,18.292795]
[77.288125,49.363689,5.050813]
[14.957121,26.148259,4.367199]
[80.776391,29.068880,69.551683]
[88.253426,73.009430,62.312693]
[15.176855,89.706107,30.378124]
[74.727622,15.189062,5.444502]
[53.224281,43.855098,51.271096]
[97.491379,84.243294,5.319376]
[75.374615,83.465072,0.100711]
[90.502640,59.245582,0.521867]
[82.155828,26.868496,55.861080]
[33.539842,94.384594,16.678365]
[25.901059,48.182623,46.684164]
[59.575182,32.392346,19.470809]
[71.654408,34.778893,56.645405]
[96.505631,92.938017,8.499405]
[38.587603,93.923765,13.351848]
[82.106998,94.650105,50.749229]
[0.820948,46.800134,16.321299]
[47.267067,0.308237,60.328990]
[2.475051,20.490127,49.830622]
[11.404767,28.629414,68.926054]
[28.736229,87.441633,6.225776]
[87.188330,16.287729,11.230811]
[35.093234,21.164586,88.760033]
[62.208930,2.182073,84.264657]
[33.118686,47.883541,29.728080]
[25.458541,5.429243,41.120640]
[25.940733,89.690847,12.121952]
[48.854030,41.373943,61.296426]
[42.234565,27.854244,84.063234]
[31.052583,28.736229,13.232826]
[96.597186,77.507859,67.116306]
[75.218970,48.207038,3.143406]
[69.292276,69.908750,45.054476]
[16.107669,80.996124,99.600208]
[11.767937,98.031556,40.791040]
[48.268075,47.422712,48.619037]
[8.771020,7.931761,9.033479]
[47.636341,43.165380,61.403241]
[25.751518,24.881741,52.855007]
[37.144078,96.807764,78.817103]
[4.046754,1.806696,76.381726]
[34.412671,9.161657,6.103702]
[98.547319,80.941191,76.036866]
[49.595630,45.310831,80.208747]
[45.652638,80.083621,11.020234]
[85.973693,96.447645,93.182165]
[66.112247,65.083773,43.333232]
[47.703482,73.448897,61.037019]
[9.598071,62.501907,60.301523]
[90.502640,99.774163,10.388501]
[99.127171,13.507492,51.576281]
[74.718467,0.238044,67.891476]
[95.129246,84.328745,69.569994]
[8.587909,97.482223,92.403943]
[34.519486,42.490921,20.642720]
[14.914396,91.174047,99.383526]
[71.202734,94.265572,75.862911]
[29.663991,69.676809,3.714103]
[14.322336,69.466231,17.700735]
[58.330027,51.490829,63.734855]
[91.219825,47.907956,15.070040]
